,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.00010652828,0.0001086446,0.000102719074,0.00010007028,0.00010150017,9.7132666e-05,0.00016312755,0.00019663067,0.0001328191,0.00018985222,0.0001929958,0.00022074176,0.00021873716,0.00015961165,0.000489506,0.00033686674,0.0009097023,0.00041381043,0.00051928544,0.00023271737,0.00030692294,0.00023655656,0.00025196356,0.00032919628,0.00044120653,0.00042096942,0.00060145726,0.0011052178,0.0016005206,0.0019979961,0.0012443777,0.0020806075,0.003317821,0.004088995,0.0035608322,0.004062399,0.0036309005,0.0031443965,0.0031240976,0.0022134674,0.0011744682,0.00030025063,3.5868266e-05,8.997238e-06,8.4734875e-06,5.900985e-06,4.6518944e-06,5.6705735e-06
0,0.00032651538,0.0003054828,0.00031776357,0.0003408667,0.0003624941,0.00033391107,0.00024788603,0.000198973,0.00014641797,0.0003132716,0.00032522468,0.00037147483,0.001423939,0.00046281787,0.0006223728,0.00028811177,0.0016653922,0.0007017366,0.0006680971,0.00024792703,0.00017827498,0.00017125126,0.00019781248,0.00069815206,0.0012497298,0.0017593285,0.0046685236,0.005973775,0.007088618,0.0093382215,0.008264581,0.008043069,0.010661977,0.0068624928,0.008551618,0.0072060996,0.005494391,0.005317589,0.0048741954,0.0028441,0.001640286,0.00076282537,0.00012537486,4.973258e-05,4.1383108e-05,4.4560373e-05,3.5484914e-05,2.7857275e-05
0,0.00023063624,0.00022649858,0.0002034724,0.0002202021,0.00019510146,0.00018212076,0.000295384,0.00021228628,0.00016283004,0.00025092173,0.00010545897,0.00027857753,0.00027484362,0.00024784525,0.00019133299,0.00015191059,0.0004320042,0.00046829367,0.0008336982,0.0006562128,0.00049450656,0.0003548653,0.0005362664,0.0006461185,0.00089470384,0.0010469275,0.0010458821,0.0014943269,0.002776901,0.0033137032,0.0026870582,0.0027971002,0.0044226055,0.0038878475,0.002990706,0.002745874,0.002568621,0.0027221616,0.0031142645,0.0027836852,0.0016048544,0.0006690627,8.230354e-05,3.1896594e-05,3.0713523e-05,2.9158855e-05,2.3120438e-05,2.182651e-05
0,0.00019559187,0.00018885212,0.00019554874,0.00020143735,0.00022393126,0.00020650982,0.00016942956,6.258106e-05,4.1567237e-05,0.00012815052,0.00015976904,0.0002142513,0.00045522675,0.0003781268,0.00043650818,0.00024133094,0.0008366229,0.0004151721,0.00028537988,0.00011669448,0.00012934845,0.00015602096,0.00014387071,0.00083852775,0.0011242841,0.0017603649,0.004118295,0.006694826,0.008099955,0.007935473,0.0066147256,0.00695695,0.0070146667,0.0050538024,0.0058767106,0.004629763,0.0036952067,0.0038336478,0.0041927635,0.003058071,0.0017543955,0.00073516386,9.780361e-05,4.3021042e-05,3.3526034e-05,2.9273986e-05,2.610478e-05,1.7770344e-05
0,0.00092368294,0.0008930165,0.00083122536,0.00080254703,0.0007826578,0.00076589483,0.0010158754,0.0006383745,0.0007150468,0.0010503668,0.0016828619,0.0040651495,0.0028520913,0.003564349,0.0037731507,0.0015503115,0.0057200775,0.0015515118,0.0019463068,0.0011426732,0.0007569919,0.0005374956,0.0011374903,0.0014012816,0.004906345,0.0072798966,0.010227331,0.01724493,0.034440577,0.0239332,0.030547509,0.032679345,0.02222151,0.024736993,0.02593715,0.02230943,0.016395649,0.018649403,0.018054811,0.008987413,0.004796751,0.002216335,0.0004873917,0.00013276555,0.00011192436,9.8339355e-05,8.490163e-05,5.40192e-05
0,5.6137378e-05,5.6296787e-05,6.1316314e-05,5.972527e-05,6.2458705e-05,5.9832644e-05,8.1761274e-05,8.4333435e-05,4.1995878e-05,6.344814e-05,0.00013702623,0.00010537166,7.356007e-05,7.019141e-05,0.00015601367,0.00019644127,0.00051387865,0.00040866024,0.0008369048,0.0006084739,0.0007439912,0.00025569796,0.0001740885,0.00044768164,0.0005783162,0.000595526,0.000639379,0.0008104807,0.0018089004,0.0017268689,0.0013369231,0.0013341103,0.0022089225,0.0026108285,0.0017429583,0.002196036,0.0017615194,0.0016747058,0.0012946946,0.0011163808,0.000349457,6.8826484e-05,8.334244e-06,2.5967545e-06,2.328177e-06,1.3896237e-06,1.2609815e-06,1.3794806e-06
0,0.0003885724,0.00041306135,0.00044912656,0.0006005348,0.0005169023,0.00051314355,0.00047133813,0.00034769284,0.00029521564,0.00029072977,0.00030054277,0.001101218,0.002147502,0.00069072034,0.0004857039,0.0008112937,0.0043017357,0.0016731389,0.0018046104,0.0011546045,0.000634975,0.00065789896,0.0011665758,0.0028051126,0.00672469,0.0058754617,0.010364657,0.014870639,0.015683075,0.010891841,0.0149690015,0.0154139595,0.019701805,0.01989382,0.012255369,0.011684957,0.009342949,0.007905692,0.007495259,0.0056374134,0.0030199182,0.0012362207,0.00014242427,6.865979e-05,6.2189836e-05,4.3353208e-05,3.0530755e-05,2.8506844e-05
0,0.00019026718,0.00019682408,0.00019765508,0.00020838725,0.00024608296,0.00022986134,0.00023336774,0.00019797022,0.00010017754,0.00028130572,0.00033704593,0.00047664365,0.0008750713,0.00026697488,0.00014252723,0.00014311963,0.00022781081,0.00010585955,9.805503e-05,4.5853587e-05,0.00017775962,0.00013311264,0.00017213098,0.00040372342,0.0005810309,0.00077548635,0.0017676874,0.0027374197,0.0029606938,0.0050282152,0.005022257,0.014405454,0.02166789,0.026515856,0.027030557,0.018526703,0.008179943,0.0061232373,0.006328828,0.0024176196,0.0007980194,0.00011369947,1.0668647e-05,1.0912642e-06,1.1031162e-06,8.169722e-07,1.2256154e-06,1.4460978e-06
0,0.0002242865,0.00022677831,0.0003077289,0.00027702018,0.000272606,0.00025080648,0.00017690721,4.8751725e-05,0.00013496247,0.0001847536,0.00016908851,0.00046318336,0.00032422837,0.0003492122,0.00019784896,0.00035018518,0.0005202931,0.00026013874,0.00025745397,0.00027711983,0.0002459611,0.00039279452,0.00020674335,0.000335862,0.00063680124,0.0009923587,0.0016691702,0.002145105,0.0025522022,0.004406753,0.0029417952,0.0015748924,0.0027854617,0.0026625106,0.0045189695,0.0041792993,0.0030798302,0.0025497717,0.0018610746,0.00084015785,0.00031155717,0.0001704592,3.5475492e-05,1.0840324e-05,5.5830164e-06,4.4205112e-06,4.2824395e-06,4.7429708e-06
0,0.0003728732,0.00038241255,0.00037053175,0.00038761608,0.0003620408,0.00030426448,0.00020130153,7.729706e-05,0.00021499772,0.00014091397,0.00023335005,0.00036715457,0.00035683883,0.00032012636,0.0007059718,0.00020094472,0.0005677514,0.00032331617,0.0002699886,0.00025018104,0.0005058471,0.0003046871,0.00020223079,0.00043708153,0.0008742803,0.0022531566,0.0040551717,0.012495191,0.027993156,0.037870158,0.03593777,0.03189837,0.030459145,0.041893307,0.0325053,0.021824954,0.012284422,0.010891255,0.009202569,0.0040049264,0.001757486,0.00073441863,7.239723e-05,1.5396863e-05,1.13725455e-05,8.261001e-06,7.1710792e-06,4.6044156e-06
