,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.06495871,0.063784294,0.059316706,0.061308403,0.06568986,0.06647576,0.108135395,0.11888402,0.058778543,0.040364075,0.10988366,0.10407176,0.26053426,0.2947129,0.33425465,0.46316966,0.59702367,0.53140414,0.58765554,0.53206617,0.40643597,0.39779603,0.21526968,0.18550925,0.152678,0.13013458,0.12434981,0.11977551,0.080717854,0.084952116,0.08024988,0.064861976,0.06659065,0.0611094,0.060303,0.054308612,0.053232756,0.050718762,0.048484422,0.047862086,0.04504401,0.04375887,0.043434817,0.044136573,0.04307007,0.042471647,0.04222835,0.042133484
0,0.34214726,0.3520785,0.35762873,0.36089852,0.36352,0.3686968,0.4502406,0.42488986,0.35218787,0.31452885,0.29636136,0.28371152,0.24753276,0.22161959,0.22210105,0.2735318,0.27503592,0.30002338,0.28380576,0.3105765,0.2900649,0.30587026,0.23479033,0.22687888,0.20455931,0.16194628,0.171628,0.17574805,0.18642715,0.17643201,0.18749164,0.1674305,0.17089415,0.15389691,0.15748705,0.14515463,0.13772917,0.1377753,0.13641228,0.1376034,0.13381968,0.13199031,0.12853134,0.12777473,0.12772298,0.12555721,0.1236945,0.12369441
0,0.24550223,0.3103482,0.28181362,0.2701177,0.26681852,0.22031374,0.097560264,0.22680156,0.07127551,0.14834704,0.19462374,0.32650945,0.2730641,0.351017,0.34044227,0.545804,0.5115886,0.50983185,0.44358262,0.41975474,0.33389035,0.27681383,0.18436138,0.154761,0.12575443,0.07820228,0.07622616,0.0626557,0.059738822,0.05969585,0.061658587,0.05401975,0.056368917,0.05470232,0.05276978,0.047055047,0.045391556,0.044511713,0.043387823,0.042352803,0.040324837,0.039664716,0.03960235,0.040443,0.04055489,0.04065698,0.041043866,0.04132805
0,0.36097804,0.35969478,0.36144012,0.35602257,0.35516238,0.35697663,0.26914874,0.22123325,0.18687728,0.18991248,0.2169683,0.23430519,0.22393131,0.23046859,0.24430786,0.28219748,0.24923514,0.21667413,0.1790736,0.19153649,0.17718737,0.16680597,0.15858926,0.14680591,0.14596206,0.12409756,0.14056756,0.12670246,0.12886661,0.13196205,0.13281916,0.11731651,0.12941101,0.105625354,0.10434192,0.096392006,0.09406712,0.09792028,0.09904124,0.102575056,0.10229397,0.10137091,0.09732038,0.09738491,0.09812643,0.096920885,0.09760376,0.098136716
0,0.32794598,0.30360007,0.30031133,0.32043695,0.29411626,0.33436856,0.47936043,0.4687477,0.3129306,0.26374018,0.24459171,0.2723663,0.28215337,0.3583866,0.5757442,0.5186748,0.49785143,0.49389625,0.5208804,0.5660828,0.6253918,0.5347735,0.42302534,0.3557975,0.31987533,0.29077125,0.30619934,0.29294717,0.28252965,0.23937957,0.236903,0.22993603,0.23544776,0.21159332,0.21020527,0.17893468,0.16683641,0.16511355,0.1573994,0.15521757,0.15492092,0.15426563,0.15235686,0.15326104,0.15234359,0.15312113,0.153108,0.15365027
0,0.025292277,0.025161041,0.024964428,0.024264688,0.024261205,0.024356825,0.024011794,0.023668928,0.027457032,0.035339583,0.042746987,0.067115135,0.11863009,0.35739505,0.43477908,0.46271545,0.42265874,0.4711732,0.43483743,0.26344785,0.19941582,0.14601536,0.08326798,0.05220456,0.045367427,0.0361081,0.034812916,0.03341133,0.03377917,0.03427349,0.03386263,0.031965543,0.032672133,0.032278545,0.031805303,0.031798642,0.031081254,0.030159393,0.029657796,0.029230863,0.028893007,0.028688708,0.028436963,0.028493037,0.028214565,0.027912615,0.027801245,0.027760318
0,0.8517723,0.8509801,0.8438264,0.8425459,0.84003985,0.841248,0.8416482,0.8649629,0.78897935,0.724452,0.707831,0.7244122,0.63914,0.6018637,0.6403994,0.68214774,0.70115894,0.72329086,0.7182669,0.695332,0.61736614,0.48354608,0.48427722,0.46985826,0.4035184,0.293627,0.2444419,0.22338906,0.21359222,0.21368907,0.20647958,0.1891438,0.18739872,0.17638333,0.16998938,0.16007721,0.15491115,0.14775553,0.1466004,0.1419351,0.13824716,0.13623631,0.13471918,0.13581733,0.13475066,0.13476746,0.13531189,0.13566594
0,0.099911325,0.08166295,0.0794726,0.07538941,0.06768345,0.05624872,0.058185495,0.045477565,0.049684446,0.10207081,0.16259415,0.24141331,0.511879,0.59169656,0.5407233,0.62291634,0.5497225,0.5421547,0.5769964,0.50979996,0.4276515,0.3307061,0.14624071,0.15914762,0.10910481,0.06668551,0.075567596,0.06646799,0.06348522,0.055784404,0.059785563,0.066802844,0.0834494,0.05244236,0.047852885,0.051264144,0.04113975,0.042120118,0.041073907,0.037594803,0.03585488,0.03370466,0.033685576,0.033508487,0.03334688,0.033145256,0.032926675,0.032952547
0,0.0932683,0.090405695,0.09368927,0.114848934,0.1333345,0.10848277,0.037520286,0.05497202,0.045020375,0.03619505,0.03925785,0.024954489,0.046204913,0.07906886,0.08419451,0.08875435,0.04744806,0.04056813,0.053100783,0.07973762,0.07488912,0.07984142,0.046148047,0.037011158,0.034648396,0.034006394,0.04801323,0.047351807,0.03599486,0.035908293,0.035695195,0.02454857,0.024505964,0.021530425,0.022421284,0.021390935,0.019939903,0.01940087,0.018596435,0.01777327,0.01726049,0.017124683,0.017311085,0.017111858,0.016264437,0.01601908,0.01571858,0.015556941
0,0.15202872,0.13748515,0.2151711,0.275294,0.23827286,0.19672659,0.3265922,0.25766718,0.15590732,0.17653705,0.100845054,0.23984888,0.33195803,0.29549575,0.3426322,0.5098581,0.58291715,0.64892334,0.5675055,0.5269003,0.41775876,0.33427718,0.42018244,0.32133323,0.2975976,0.18984292,0.12915461,0.11609369,0.09013528,0.093863785,0.09795123,0.09338108,0.089691184,0.0812886,0.08018773,0.07600622,0.0732122,0.0735566,0.07579302,0.07307987,0.071667604,0.070029005,0.06915695,0.068303905,0.06720595,0.06634598,0.06741252,0.0668285
